track_id,recording_mbid,release_mbid,titulo,anio,mes,pais,release_group_mbid,tipo,fuente
TREVEUO128F148A0C6,b2c99766-df61-44b1-b2bf-30df66eecc8c,7ac88a43-5bb8-4758-8294-bc85643f5981,Dead American Radio,2006,8,United States,a57688c7-9599-3f2e-a69f-e95d5f4a60bb,Album,musicbrainz
TREVEXD128F423F797,de031ad7-c906-4b1d-a6b3-571f8dd0edda,927cf864-4dfe-4cc4-8e91-638729d6f056,Space and the Woods / Focker,2008,5,United Kingdom,d5c1b8e2-6897-3a60-b67a-07f3b2927c10,Single,musicbrainz
TREVFFO12903CFE309,b5bff2bf-9831-4a82-b545-e0cc85b8a722,f461c619-5c8e-4263-8dbb-2c005d6d25fb,You Forgot It in People,2002,10,Canada,65731979-ad24-3497-8c8b-541be4aa2fae,Album,musicbrainz
TREVFOH128F1498FD8,2bf92899-076b-4ae2-ba87-81505d048849,15d5a97c-3279-47b1-9076-1068ff8929fb,Rhythm of Life,2002,3,United States,d0efc649-e0c4-3873-97a1-1500e0debf11,Album,musicbrainz
TREVFTZ12903C99021,907d17ff-9ac7-4de3-aeee-7baaefbb3482,030b79bf-321c-4a24-8fb8-59c499d80124,She Ain’t None of Your’n,2000,5,United States,af2c170f-df0f-3f1d-87d7-c0c720e3ea82,Album,musicbrainz
TREVGDN128F92FDC2F,904662c0-54b1-4645-8957-85d8535a9f07,bfabe85e-99bb-49aa-8830-d5da84ea0245,Rapper's Delight,2018,6,Canada,a4d9dd08-e4b6-48aa-878a-ebbc072c106a,Album,musicbrainz
TREVGID128F9347928,5dcea603-790c-47db-86ef-6a135b965191,8d6c3bf9-06ea-3bbe-a459-af98927446ed,Bajo el azul de tu misterio,1999,8,Mexico,c7f62f5a-871e-3d80-9e2c-a3fecfd263b9,Album,musicbrainz
TREVGMN128F427AD41,f9589933-09b4-4d10-9e86-fe9012ae925f,548adfed-7287-48aa-800d-7fbdb7505fcb,There Is a Generation of Handicapped People to Carry On,2001,,Sweden,99dde05c-b426-3ecb-99d1-aad13063fd51,Album,musicbrainz
TREVGOS128F932A7DB,d719aa48-2884-47e0-82c8-8957c887ab47,65dfdd8b-2c11-4873-b420-a31065854482,Hungry Heart,1980,10,France,d30fc12b-2437-3aa4-bfa6-4e3b0b3adef0,Single,musicbrainz
TREVGRU128F92E1067,38bac4f0-9d80-4de9-af5b-50e1475c730c,c1980444-c8d6-40a9-8297-9bfbe05ea0b3,For Screening Purposes Only,2005,10,[Worldwide],9eb99dd4-e62e-311f-aeae-0e2c223247b2,Album,musicbrainz
TREVGWX12903CE68B8,3b25f614-aaf2-4c78-94ad-864ac694e7e9,a4ea83ac-d72b-4385-b425-1773b2ec5849,Bim Bam Boom,1981,,United Kingdom,57e4d3fa-7481-4351-b563-ae78c10f72f2,Album,musicbrainz
TREVHSC12903CDA652,55481e16-6714-4941-9073-1cb898149157,bc8b90c7-55ac-4f89-9309-6fce4335e580,M’zée fula ngenge,1999,,France,8819c105-e0a5-3cf8-af64-c792b3a49ace,Album,musicbrainz
TREVHWG128EF3433D4,d4d082a0-db12-41d0-a992-4ec1b80078ee,266fa8e3-d70e-4b4c-bc56-cc701377fe24,Adeva!,1989,,United Kingdom,c63263c9-74df-348e-a5a7-eabab10c74ee,Album,musicbrainz
TREVHXD128F149853E,b38675cf-f215-443f-a94b-b19135b5ac51,9cb38ad6-b599-3480-a129-40d09557cbe8,Now You See It... (Now You Don't),1990,10,United Kingdom,e559e914-32df-3a59-8aa2-6db989b88647,Album,musicbrainz
TREVHYR128F934E9CA,5a1369ec-36c5-4356-8b7a-b51712ce4698,6ba00b3a-3a8f-424b-9714-983b0eb998e2,Dirt on the Angel,,,,7164915b-3a2a-30ab-86ec-fdab6390f136,Album,musicbrainz
TREVILE128F145A576,5793322c-8134-41b0-8595-8bb938a89b1c,77b2bfe9-230a-42a7-939d-84877071c8d2,Piece by Piece,1986,4,United States,b181c1a2-ebc1-30d0-9d59-584fa551c044,Album,musicbrainz
TREVIOG128F428EA8B,d83f071b-fd09-44a5-86ee-3650a33621ed,8f5ea903-88e5-4a8b-97b2-1a61f5b70698,A Lesson in the Abuse of Information Technology,2007,7,Europe,72b32308-597e-3aff-9f47-3499f2d20132,Album,musicbrainz
TREVITP128F4269CC8,50182171-4d0b-4cb3-8ec1-69014c395cf1,55fe9593-0f92-439b-ac09-7e64851a18fe,The Essential Philip Glass,2012,1,[Worldwide],83d5dcc5-7e6a-46bb-8a74-57c1c242d996,Album,musicbrainz
TREVJCN12903CC4F74,67626707-e713-47fb-bb3d-38ddb3e5ab67,565e8bf7-3d07-458e-bc9f-8b75ca367756,Village,1997,8,United States,6e217ba8-9880-39eb-9eac-02c2d668b32f,Album,musicbrainz
TREVJFG128F930540B,6442117f-fb19-4666-b2c5-5420f5b9e0c6,422deb4d-e4b0-4ea5-a8a7-77db27c5a327,Eartha-Quake,1994,6,United States,d4d07297-9973-3926-b229-b0ac4f7189aa,Album,musicbrainz
TREVJIL12903D06270,4dcb3d8f-f9f3-4baf-b537-ee18110a3c01,21f62a21-a60c-48bf-847a-173131985f91,Meta‐Message,2005,10,United Kingdom,0658a1dd-cc80-3776-b6e7-1968d0ed65fd,Album,musicbrainz
TREVJKC128F4297F1A,64c7fa3a-c6f9-4bf2-b263-bb9ce0039a7a,9678c0ae-c307-44c2-9847-7ce0472e88e7,Ash Wednesday,2007,2,United States,6bb3b093-b197-348e-9d9c-8a73734d99a7,Album,musicbrainz
TREVJON12903CC17C6,feb64d01-6e05-4974-bb44-0046deca1bdb,cc52d495-159a-4a54-b729-2b7506a7a4d6,Electric Ladyland,1968,10,United States,47ba2d59-5544-34a4-b108-dc08c0956298,Album,musicbrainz
TREVJRM128F92EBF03,5467371c-da1d-46c6-9949-1c009ebec25d,cf1c941f-3e20-4b97-88cb-e6d528a05387,Perishable Tactics,,,,c4d2f1d1-6015-44bb-b5e7-8d0f0c5d614a,Album,musicbrainz
TREVKAZ128F429310A,20c64296-37a8-4478-b2a6-ad412f32d631,878363c1-a476-44cd-bd61-b77a59b8a3f8,Romantic Italian Songs,1997,11,United States,e90d4f82-5826-46c9-b471-c70a019a9826,Album,musicbrainz
TREVKFM128F4264C45,79c4fcc7-d631-4e5d-be34-41fe3044d56a,af32a1c8-f218-43aa-ade7-463ef5ac0f33,Troubadour of the Great King,1988,,United States,1eee9d47-1af4-3a7e-8628-cf6854821e59,Album,musicbrainz
TREVKGZ128F4260F53,2774072e-338e-4ddf-9ec7-981d089d6723,dec428f4-673c-485c-9d20-a2a9bee353e1,Novi svet: glasba iz nadaljevanke,2003,,Slovenia,d1ceadab-56af-4c8e-a125-0dab6f996a7e,Album,musicbrainz
TREVKOB128F4254789,d00cba42-d05c-4c4b-b727-ad09c5755f2c,e45f5fc3-be07-4ecb-b109-7a55112fa85c,Bolero!: Be HAPPY LIVE,2004,12,Japan,7b49a99c-476b-3632-830b-d30de6c48cc9,Album,musicbrainz
TREVKZT128F427CDC3,1022b3fe-a526-484f-8a50-8eb0ad7d86ad,347b33c6-d3d5-4f9f-ac7e-05f21c352c45,Mozart Edition: Symphonien / Symphonies,1990,,United Kingdom,0175b96a-5566-4f1e-be22-0e666d7ac978,Album,musicbrainz
TREVLDP128F42512C6,b4696fe6-023c-410c-aea6-4be29752b864,20915cb6-4684-4839-acd6-3adf2f6f5050,Jenny Piccolo,2003,,United States,0c1fdffa-7c16-3693-9e29-d179dfe4cfa0,Album,musicbrainz
TREVLOE12903C965B3,8cd71d96-3867-4e57-96c9-3c7446df0ab0,430156f6-955c-4f68-ae4b-403df0b47817,Chicago Blues,1994,,United Kingdom,f6e379ea-c71f-4974-95a2-9b60731b1989,Album,musicbrainz
TREVLZT12903CE6663,88ad0d55-a3d6-4845-b9e4-b7bc9152dfdd,0b6faf74-8c01-41f9-b292-79ff13dc135b,Od neba do neba,2003,,Croatia,f58ceafc-348b-4e64-80f4-b4719eb0061f,Album,musicbrainz
TREVMFT128F9309E60,512890c1-7a58-452e-96dc-01774d9e3964,8b96fe50-6e00-4c1b-bfeb-b5ab0cb943aa,De Triana al cielo,1998,,Spain,d8844c37-e1d9-3699-9f3d-fe00ab4a508f,Album,musicbrainz
TREVMIN128F92EE0C7,626849bd-d4c2-44b7-bd62-4b9065ed063a,fbade7fb-1280-47cd-ba87-f0310d0889e2,Halloween III: Season of the Witch,2007,10,United States,9c36a96c-8f32-3f9c-aa27-c6932b9a5781,Album,musicbrainz
TREVMKH12903CDA773,2ab48801-f004-49ab-b7b1-0f653c47a073,05f62c9f-5253-44da-a4e6-7f26a9942c8a,Belpop: De eerste vijftig jaar,2011,10,Belgium,77d52775-da9e-4fb6-86f8-9730d4980240,Album,musicbrainz
TREVNIJ128F427020B,c99a80ac-50c0-4177-95d3-b487e1cd282a,0e8755ed-6940-4d34-95c7-d92a6647c805,The Stolen Bicycle,1998,9,United States,37b72db5-bbbe-3163-a990-7d80fa781c28,Album,musicbrainz
TREVNKV128F93094F7,3224d9ca-ccb3-4220-a62e-f006154def12,2c34eded-a668-4147-b6bd-9385f8d8abae,"Let's Get Quiet, Volume 2",2007,6,United States,8a016a3e-e326-37b7-9428-4377d89ff978,EP,musicbrainz
TREVNPB128F42A9CA7,698ded5d-6fe4-4d52-ab5f-0afdc45d90ec,b727dc5d-812d-47a8-813d-2e8a213aadda,The Very Best of the El Dorados,2007,10,United States,d32d0ccc-4d6d-4b2f-be6d-9717dde12ada,Album,musicbrainz
TREVNSE128F4237478,bacd5883-d79b-40f6-abfa-d88d08fccd40,6457bfec-3680-4d82-b3cd-544c5e4b4b66,Dangerous Man,2006,8,United States,3011b3d5-e739-3c1a-9465-151b96d255e6,Album,musicbrainz
TREVNUI128F9303EB3,29fd4791-0366-43b8-8137-4090027d71c2,a83c1660-3ea0-4ddf-aced-6cdf9b296e20,Hymns & Voices,1995,4,United States,4d50fd06-2849-30d1-ba2f-bd9841a435e9,Album,musicbrainz
TREVOLG128F92E5EC4,462ce0a1-fa07-45fc-9128-2a047d4f89da,57a4f38c-356b-4120-8c11-287a771f9a7a,For Dancers & Romantics Only,2000,,United Kingdom,05aa2d67-7923-4994-a353-6832f9b125ff,Album,musicbrainz
TREVOPY128F424FBEA,e9ff6402-2e33-42a9-8da7-6cf896d3477d,e3efa1fb-7941-4a8b-a298-b3711aefa676,Studio One Dub,2004,4,United Kingdom,0183c711-6f43-3aa5-8888-16da6890b47d,Album,musicbrainz
TREVOTS12903D12BB7,e0303445-8fe7-4c4d-9e8a-bf4cb096ca8d,66852519-63bb-42aa-9967-9fe93bba8044,Destroy the War Machine,2009,7,United States,85d16c78-5fbd-41a5-82aa-7f8f3606732b,Album,musicbrainz
TREVOWA128F92F9BA4,a78da4f1-37e5-4e1f-85fd-3ad880a35a67,90bf855a-a564-40fd-8cc7-96da9ab87240,Atomic Roooster,1970,,Netherlands,f797309e-b4cf-3ea2-9a3c-771fb3fb2f29,Album,musicbrainz
TREVPOA128F92F88D5,9ebbdee4-981a-4c91-9078-b8368d8dc523,9cf34f78-f2a9-47cd-be18-38c0c2e5a0c1,Psychotic Reaction,1966,,United States,c26bf5e3-90a0-3a83-9950-dcfadcbf68e2,Album,musicbrainz
TREVPUV128F148AD84,3858b0f3-d7b6-4e74-a950-f1b3862834d7,dec07ee4-4161-42fe-bbac-d993ad9bda34,Commencement,2002,5,United States,69493221-7e21-33dc-9cae-2d0655f6caa9,Album,musicbrainz
TREVQOT128F42596E5,9293a3c7-0287-4073-b508-dc33d0f59e13,db0d0b98-aa65-4532-a3a6-b6132eb265f8,Anthology 1962-1974,1989,7,United States,3e6520e4-8f9a-315d-8ebc-6a2a1c44f6e1,Album,musicbrainz
TREVQSE128F9341EED,afc17f25-adab-42b2-91a7-3721f917062b,a4326c56-1990-32db-a044-0cdbef261e98,Say No More,1996,,Argentina,396b4a3a-354b-3c6b-9f73-9d7c996f8c72,Album,musicbrainz
TREVQTI128F92F5F69,48aca103-08a6-41a7-8760-d838d4696055,23775e9b-d45c-4136-8a36-08440cbbf385,Ano Neko (Let's Create Together),2004,,Belgium,deb61cb8-c9db-321a-9670-957b9db42398,Album,musicbrainz
TREVQVW128E078E0B4,41b1ff10-9ed7-49db-9a8e-0ff15d479e7f,14303511-9c07-4cb1-b0db-47e56eda39f4,Minimum‐Maximum,2005,6,United Kingdom,2423cd88-d742-373a-81bf-c493196c890b,Album,musicbrainz
TREVQZT12903D0F6AC,35419c5b-d306-4911-a367-38e4412ff70a,c2387561-0a47-4c59-a84d-cc115d21cc05,Schweineherbst,1994,4,Germany,32c07fdc-5d1a-30f4-994b-42c00de0fa3a,Album,musicbrainz
TREVRDV128F92F7D36,bc6930ea-1d42-40f7-832d-ba6f73395e39,2debb8b5-560b-4c19-b2b5-5e768c8b2357,To Hell With Humdrum,1993,,United Kingdom,f7f483da-fbe6-390c-a5f3-4f191e143cb8,Album,musicbrainz
TREVRGJ128F9318CB4,dd793a6c-f6d0-458b-816e-7229a4734159,05a5be78-1456-4763-9a9d-8f7acef394b6,A Tribute to … Die Goldenen Zitronen,2008,7,Germany,ba334091-3be2-4a0e-bf23-ae88272cbdf2,Album,musicbrainz
TREVSDO128F426B2E7,289b8ff2-fdfa-4d5a-a677-6887b200421c,9d7950d0-5a60-4df4-83a4-4e059dfa3838,Cocotte,2007,3,France,bc8e34cd-6bb0-3403-97d9-0d2be471116a,Album,musicbrainz
TREVSHO128F425D754,28780c9d-31c3-4675-8f9d-9c81944a6138,6c2fbaf5-168e-4060-9243-c7b465d85a3e,Unbelievable,2004,,Switzerland,48a502d0-77ee-4fd5-88e5-55671bc80d69,Album,musicbrainz
TREVSTY128F429E3DC,8962d9fa-efc1-4400-9d7c-61511405a2ef,703b5479-33c1-451f-97db-80dca85a2323,Saqueando a cidade,,,,8fa8cf03-0bc5-35cb-b983-9eb386acd5f4,Album,musicbrainz
TREVSUS128F92FC499,4653141e-4725-4fe0-b861-d1bc58719f26,1406ed24-f0e3-402e-a1ef-56fa6018728c,Melocos,,,,a1e10ae1-9a3a-3eec-a2ca-ada320eaa592,Album,musicbrainz
TREVTDL128F4222E31,b0b960e5-5704-42d4-9902-2ab4f7305fdb,1d08a435-1c98-40b8-be3e-f19d896aeadc,Never to Be Forgotten: The Mustang Years,1998,2,United States,b855d119-8baa-4ea4-aa72-e4da8a188050,Album,musicbrainz
TREVTJC12903CC147D,91fc6d9e-a4cc-4bff-9aeb-d6a335f0b8a6,786c065a-b65b-41fb-99bf-94887fdb2088,Domestic Songs,2007,,Germany,18ed3662-dd2e-3265-b0ee-ddf28b83acc7,Album,musicbrainz
TREVTMN12903CA608C,ca215d1f-d6cc-4c18-b8f0-6c2a6ff5ab3a,1580e057-2742-4d5c-99f6-502d25291323,Riza,2009,,Italy,e5ab4759-087d-4f79-b96d-3bda535bc68d,Album,musicbrainz
TREVTOZ12903CC737B,9b410d00-d57e-4407-b8db-61ad940f569e,7d51f3b7-fea3-47ec-adb2-ddb215afba6d,Dr No's Ethiopium,2009,11,United States,8e7a4232-20be-415a-b51f-e3d71aac32a5,Album,musicbrainz
TREVTUN128E0780FB7,655f16bd-02b9-4982-aba3-c17984baf10d,579ac15d-1b5b-415c-bdb9-a091c37aecf2,The Silent Hours,2004,7,United Kingdom,0113cbf7-0c31-3c7f-a0fb-d219b26d7ef6,Album,musicbrainz
TREVTWQ128F93457E4,a2a76d06-c73e-4fac-afc6-522fefe96e97,daed0249-f897-4ba9-833a-be0961e841bf,Grapevine,,,,b813774d-4d80-3230-bb48-6f49fa35dbbe,Album,musicbrainz
TREVTZK128F42B1C1C,242bc4b3-2551-469c-b4b8-23a18911fb33,52fff614-45bd-4229-b4ca-9532d5d1e953,The Bride of Dynamite,2007,2,United States,d1bc8a8f-2be2-35f0-a502-893f2fd7e334,Album,musicbrainz
TREVUCU128F428CA21,85fa104a-5513-4f9e-8ba0-dfcc648e9bfa,1f341927-737e-49fe-a43d-2c8b45dfb154,Soley Soley,1971,,Germany,1999d56f-19bc-4564-abdd-20da00690ac3,Single,musicbrainz
TREVUER128F92F17CB,b7fa9ad3-f3ed-476f-88ba-afcca36df8ac,ad23be8e-9d98-435c-b649-81723eed9213,Country Favorites,2000,,Canada,e1597589-a9bb-4fbb-8dcf-fc1fec25b5e3,Album,musicbrainz
TREVUFO128EF355BB8,b5c6d18e-af7e-4576-8424-3fd4a563ac97,1a0159ca-7134-4d19-b598-6a5595f83334,Workin’ on a Groovy Thing: The Best of Patti Drew,2007,,United Kingdom,6a78c951-50e7-36ae-a71c-60b9b02814fc,Album,musicbrainz
TREVUGU128F1498FDC,9d2783b5-6d37-41ba-9770-9d7875626241,15d5a97c-3279-47b1-9076-1068ff8929fb,Rhythm of Life,2002,3,United States,d0efc649-e0c4-3873-97a1-1500e0debf11,Album,musicbrainz
TREVUIA128F934CCCD,cf884ffa-b15e-4e41-9b5c-baf14c9687e2,dfbf15a1-0174-40e5-8e45-cf36299f3c97,Most People Are a Waste of Time,2006,4,Australia,fbc361ce-a187-3f3f-97a7-b137fa882f30,Album,musicbrainz
TREVUJJ128F933A36B,ba3b3908-deeb-48df-9e72-80f88bda8e10,c86d02be-0491-44d5-b4fb-dc59e863c513,Controversee…That’s Life…and That’s the Way It Is,1996,10,[Worldwide],043b965c-b0e9-3f34-8257-9abd971d0748,Album,musicbrainz
TREVUPY12903CB5FD9,c0046dda-0add-4f5f-baad-f91dbaf05df4,b560c4ec-1c9e-4ae6-bfe1-a49bf6c04038,The World Is a Thorn,2010,3,United States,ab6e6097-9d81-42f9-ad7b-9a109ac29283,Album,musicbrainz
TREVURU128F428B77E,e2a6b5f6-4813-4715-8b79-1c6a1db3b420,30a47f18-5af8-4a29-9c8c-c054dcff8075,Transmit Disrupt,2005,3,United Kingdom,4069e5a6-042e-36b9-a6ed-e10275f21842,Album,musicbrainz
TREVURV128F4263472,6a97d28c-4680-4285-a333-7fbf2dc1e0a4,d1f453c7-681c-4337-9a1f-13f0e86df49c,War on Everybody,1992,,United States,81ddd40c-b133-3aa3-862d-64f0ae52ffce,Album,musicbrainz
TREVUXB128F4290A99,1b8bd968-65d8-4e61-b573-2e0a1da2e6ba,491c3b08-074f-40a9-8666-517cd1761159,So Far,,,,8399e89a-b900-3199-aa61-d68bda8beafa,Album,musicbrainz
TREVVDV12903CE2C65,22cb520c-03f4-4be5-9bbd-71b98a830a8b,568a7f0a-8a9c-4bf9-92f8-a0786da76e06,Tribal Dreams,2007,6,Norway,17ccbd05-49ff-42cc-8a27-bed0e3363ae1,Album,musicbrainz
TREVVGL128F42636F8,87051e80-b34c-463b-b7c4-a984aedc756c,573acc5f-0a78-4d71-9abb-d801136c54a3,A Taste for Bitters,1996,10,United States,c4f61f41-37e8-3379-acdf-e24ba6f2a500,Album,musicbrainz
TREVVIO128F92E3965,41c52ebf-067a-4569-bad7-3619d391d17b,f2b1b3b1-ee0c-440c-bc59-48b17601141a,Touchdown in Singapore / Endless Ambition,2008,12,[Worldwide],e28832f1-5fa4-4238-9c7b-b7c482ac691d,Single,musicbrainz
TREVVLK128F92E7531,bf2a6080-acf2-452c-b717-90b9ca569dbf,a4c5ace1-093d-4ecd-aa7e-5875ba76ab39,The Shadow of the Cat,2002,9,United States,b6c40763-6a19-362a-a4f5-9f903c7ce88d,Album,musicbrainz
TREVVYV12903CD2A44,324a0475-4b2d-4196-98b3-1f5684aa7e71,97a1483a-5f49-41f6-8692-22c58375311d,Paul,2010,4,United Kingdom,feab0cf2-8234-4e56-99b9-a122089d7ec9,Single,musicbrainz
TREVVZF128F4291C27,74e7e3e9-a670-4b93-b8bf-3b99a16b3a37,26567214-dd88-434f-9a67-d902766d0501,Exaltation of Larks,2007,9,United Kingdom,45baadb0-384b-3317-be14-fb27ee8f26d4,Album,musicbrainz
TREVWIA128F93411AA,ddfa6a01-cb48-4bd7-b193-53a1dc607481,075b9995-757d-44b8-8520-e59ef41d493a,Napoli Unplugged,2005,,Italy,9a0a0d07-1712-4aed-8f10-87f8fed260a1,Album,musicbrainz
TREVWPN128F92E2F92,0a5211cf-b5cc-437f-9e9d-54c87ef1a90a,2562194c-eae9-43be-aaf6-e6ac8a466403,The Breakfast Club: Original Motion Picture Soundtrack,1985,,United States,5f831d96-26cb-3579-ad4d-e997f6bc9b61,Album,musicbrainz
TREVWSQ128F930BC8D,00244766-8b6e-4303-b422-bb7018817a31,9ed9b85e-ddee-3444-a6c6-759edfc1172f,"Forever, Always",1993,,United States,2803971e-10a2-43f3-ab74-3f4e68055014,Album,musicbrainz
TREVWUH128F147754A,30c4fe3f-beb9-417c-b69f-c0e3568722d7,ee8a6204-b033-4448-b62e-589b044a541a,Move to This,1990,7,United States,73556bf6-1b82-3028-bfe4-c5a5e69b19b4,Album,musicbrainz
TREVWXT12903CEEF6B,7ebdd9f8-c3b2-41b3-80d4-0c91536f723d,beda23d8-1cc2-44e2-bb7f-6836e0f52989,Sahara,2003,10,United Kingdom,8df12f8c-f26f-3195-9115-3b3a938afaa9,Album,musicbrainz
TREVXCH128F934EB88,858d273d-b614-4cad-9c0f-e3dbed62f773,d11ea203-7089-4b16-a222-73f7f360087d,Falling From the Moon,2009,11,United States,ce6f36d1-df35-4dd2-8efd-0926004c82c4,Album,musicbrainz
TREVXGR128F92FAA8A,fcb5a25c-1a88-454f-b081-7b9c5aa04eca,20715764-e21d-47e3-872a-f9a234bde82e,Perspectiva,1991,10,Mexico,d9b62b08-7a5d-345a-9252-aa23302072ed,Album,musicbrainz
TREVXKD128F4260CA6,9d98d969-4c76-4245-a8e1-859c6eb3ca93,5ddcce79-59f9-44c9-b43d-eb2a3050083c,The Loyal,2005,10,Sweden,dc87486c-0a9e-39e3-8780-a13038363437,Album,musicbrainz
TREVXOP128F42359CE,daae93fe-93e3-4f57-9f49-ea32cfa9cb2c,759c8602-4e1a-4e96-8cdd-a25f847da0bd,When the Gates Swing Open,1992,,Japan,4886c9a0-3cc2-327f-ad4a-715c7d7e51db,Album,musicbrainz
TREVYFT128F148BF98,e13b73b1-5ed6-4532-b323-0436fb0cc9f6,d5fad384-481f-3b7d-b4ac-1ca179ca8c07,Miscellaneous Debris,1992,3,United States,6cc709ff-6e6d-3219-ae58-ef7f0f546773,EP,musicbrainz
TREVYSG128F930CABE,08725bd2-95c5-4c15-9323-ba66bd5449b5,724685e7-f1e0-4f7b-9c91-518ced08ebee,Self-Taught Magic From a Book,2008,2,Norway,7f327979-0f31-3c2e-9a19-ed1ab9559167,Album,musicbrainz
TREVZIT12903CF4983,f9c5bc51-f07b-4759-8103-55136eb7af95,9e43b0f8-cf36-4e8b-a131-2910c2a4ae9b,Soul on Jazz,2002,,United States,d1fc9026-e703-3d8b-bc8b-c0a172b46b6b,Album,musicbrainz
TREVZQY128F933A10A,831b19f0-cc62-40ce-821a-7a135f18d0bf,7a2a9d4c-35ea-4467-b8f7-d75e54595baa,Chegue Mais,2002,,Brazil,fdf77293-fe42-3d07-8d0e-481e49efaf2e,Album,musicbrainz
TREWAKT12903CB8E7E,1e8ce3f5-9bbd-41e3-a840-a9747972d187,426c976b-b522-48e7-b533-c2fc9dd9829c,Megalomania,2001,7,Japan,22d3231a-eef2-35b5-bc04-7275c48be8e6,Album,musicbrainz
TREWAMX12903CF55A9,47e27155-8bd8-4802-ae56-89a797260a82,5dd9cdb5-7983-4bfd-954b-392d84de07c2,Curiouser,2008,10,Australia,a9736151-a7b6-3d45-a6cd-1e57842f3b2f,Album,musicbrainz
TREWASL128F429E437,37b66d91-8db7-43f5-a037-8d83ffc41c93,19ea504f-1eb9-4f6a-aeb7-d5b337ed5628,Bravo Hits 58,2007,8,Germany,a3fac3bc-68ce-3044-adac-b452dc1731fb,Album,musicbrainz
TREWAZG128F4262A60,39f59262-ca66-4dc7-8cdb-a457ad42226b,d0f445ea-e9e2-4c6c-87f3-0ebe03cad70d,Voices Carry,1985,6,United States,878ffe7f-b327-31c5-ae90-de9268254f5b,Album,musicbrainz
TREWBEU128F932AAC5,ab164418-7409-499b-88b4-18f841a4aba5,a4585a88-bbe6-4bd8-83ab-234b99586d99,Black Past,1999,8,Germany,b57a6880-0566-347e-891b-34c6866a388c,Album,musicbrainz
TREWBKN128F4298714,52de0064-6eb8-47f8-b2bf-30baf64534b2,b10ab2bf-98e5-44ca-8f2b-502d9255ce3d,Hectic E.P.,1988,,United States,45d8cbee-280a-3ee1-98ec-3d70f90272be,EP,musicbrainz
TREWBKT128F4218366,edab842b-0501-47b1-a548-7c9ba48c9c5b,4bae872c-fc2d-4283-8b18-3b021850a4a0,1995 - 2005 sur le terrain,2005,5,France,87c92817-8aec-4eb7-bbb4-6cefd4256a52,Album,musicbrainz
TREWBUX128F429785B,44de337c-0ddf-410c-b8ca-e0cb2e339242,e2a5a4b7-e51d-4bd6-9787-0918a2526e90,Bolsillos,2004,10,[Worldwide],edd668da-efdc-3924-be27-7650074ab007,Album,musicbrainz
TREWBXD128F42706C6,97cf35f4-5ef5-41bf-b59e-085139761161,a30dc72c-c9f4-4445-bcfc-df5a51c3cc48,Life Gets You Dirty,1999,,Germany,8ac1e32b-d4e2-3b4a-9554-25a0ace0cc63,Album,musicbrainz
TREWCCH128F426A0D0,f90845f8-74c1-412d-a2c1-22a69ac1004b,60c1c64f-ac15-43a4-b9f8-01e7953fa796,Topsy-Turvy,1999,,United States,017f0adf-d8a3-37d2-98ae-ef758761c066,Album,musicbrainz
TREWCGZ128F9328577,ed0cf630-75a1-4400-bc42-f873a3cb482a,911e36a4-6eaf-4405-84f3-c5525aee27b0,Machine,2003,,Netherlands,7d86282a-47e2-3b66-b3da-ffa11f5ddf8d,Album,musicbrainz
TREWCNY128F932654D,e69af969-f07d-413b-b40a-35900d9d4914,c74171e7-1060-4b40-8324-535f5423bfe0,Ghost Boobs EP,,,,1e693410-7647-30cd-9f93-2900bc3c993b,EP,musicbrainz
TREWCRY12903CDE817,33173c8e-8773-45e4-8500-c2a46349e772,f614e621-2378-48bb-b4ff-f266e5fd4830,Pop Crimes,2009,10,Australia,e31a1cd9-fdeb-4fe3-bf00-82522102acfe,Album,musicbrainz
TREWCSB128F42483E7,7995d331-ba8e-46b9-961f-77b16ef96fb2,f9ca52b6-baf2-4963-90c5-1f47368c1648,Zookey (Lift Your Leg Up) [2008 Alternative Mixes],2008,,Italy,39936cdd-87f2-4043-a848-07bebbec2961,Single,musicbrainz
TREWCTU128F428B765,1ca2d0bb-83aa-4d81-8521-4082d4d2425e,90040764-129d-46d6-a228-aa117e5ed987,See You Next Tuesday,2005,5,United States,5ccf94d7-b112-3e6e-b0bc-9d34b5fd3aa8,Album,musicbrainz
TREWCVU12903CCE77C,84bc9af6-4e3c-4f68-a6da-4e47c7d65f0f,07746b2c-55cf-4c2f-9749-ca74d709461f,The Live Adventures of Mike Bloomfield and Al Kooper,1968,,Germany,af443909-b1fb-3be9-bd9f-452821fbb26d,Album,musicbrainz
TREWDCC128F4251840,c09ab536-0ce2-4b47-860d-c23f803e2195,47892328-4564-44b0-a53f-ad7474fcc4b2,Rock & Roll Don't Come From New York!,2004,,United States,4356a1f9-f290-49a3-972e-7530b3d3c1c3,Album,musicbrainz
TREWEPH128F92F155A,303c30fb-254f-4358-bd57-f62d752706e6,2664adf9-c66f-47f6-b956-65380f1778ab,The Bomb,2007,,United States,61b1f3fd-d755-4759-9df9-94ac91459484,Single,musicbrainz
TREWFFL12903CFC263,c5bddf62-3e70-4ecd-a842-340e3a8c74f3,c2b292ee-151f-4c58-81ba-f16baf714e1d,The Continental Divide,2009,5,United States,dd059b24-6fcb-4e11-8a1c-458c0ca0a2cb,Album,musicbrainz
