track_id,title,artist_name,release,year,duration,artist_mbid
TRVEOKJ128F42885E1,Baby_ I Need Your Love,Angela Bofill,The Definitive Collection,1999,253.57016,03282c56-8a24-42f4-8bfc-96188933aefa
TRRLQGG12903CE34BA,Backwards from Ten (Grant B Remix) [feat. Danny Seim of Menomena],Pocket,Backwards From Ten (feat. Danny Seim of Menomena),0,234.57914,29804dac-0f94-43e6-a59d-4d12abad217f
TRORMBO128F930D859,What He's Done For Me - Original Re-Mix (Dub Version),The Five Blind Boys Of Alabama,The Five Blind Boys Of Alabama's You'll Never Walk Alone,0,123.68934,2f76bd85-ba19-4d80-9bb7-4555abe463c5
TRFHZAP128F146D5E7,My Babe,Righteous Brothers,Gold,1975,160.73098,1ac3366a-a0e9-4a55-8f6e-796fce32a3b2
TRSSICR128F92C6850,Willow Tree,Chad Vangaalen,Soft Airplane,2008,193.74975,d5c5c11b-153d-4f28-9525-db5ec1bfe0ad
TROATWB128EF365329,Te Estás Durmiendo,El Último Ke Zierre,Ay De Mi!,2003,123.0624,b2249169-d5f3-42a7-bf84-1f8da5a8e305
TRAWKGV128F14B0CE5,Same Sad Song (I Need You Now Album Version),Smokie Norful,I Need You Now,0,277.89016,a66ab26a-ea04-4134-ae67-97e64d33f6fe
TRPETPU128F428293D,Baby Watch Your Back,Nellie McKay,Get Away From Me (Explicit),2004,207.28118,881cf2b4-bada-4cd6-8563-c827d997fb66
TRNZDFN128F1459569,Silver Bells,Bebe And Cece Winans,First Christmas,2004,257.07057,471f35c4-5641-4f98-9108-afb841af5692
TRWBEJC128EF33DB48,Interlude,NG3,As Nasty As we Wanna Be,2003,116.06159,45f14796-72e1-4ea0-ac41-177be3f9ee83
TRKDECO12903D00B69,When Alpha And Omega Collide (live),Sieges Even,Playgrounds,2008,333.63546,07e37770-5c78-4107-9a8f-ddeece52a007
TRXFRDG128F92CF7A0,Who Could Win A Rabbit,Animal Collective,Who Could Win A Rabbit,2004,137.56036,0c751690-c784-4a4f-b1e4-c1de27d47581
TRCBZCF128F9326306,March of Human,Anna Oxygen,This is an Exercise,2006,99.94404,c0c37569-a994-4e29-bfab-9217232e5eb9
TRTRGOH128F93283E5,Night In Paris,Duran Y Garcia,Jazz Expression,2004,350.77179,a0e8a619-e35f-4dd8-8062-252db63cf206
TROMKCU128F92F88DD,Contrast,Count Five,Psychotic Reaction,1987,234.52689,cf20a6c7-822b-4c54-9600-c75bee6a296c
TRGVIBX128F428DE81,His Girl,The Budos Band,The Budos Band II,2007,250.30485,b6fa9b9b-41cf-45a6-adc0-0a4c9a8c0d3c
TRWPYQP128F1497469,Serotonin,Mansun,Six,1998,153.80853,a8be3422-d905-42c9-90b6-90ee45e3e938
TRFORFZ128F9311116,White Is In The Winter Night (Album),Enya,White Is In The Winter Night,2008,180.16608,4967c0a1-b9f3-465e-8440-4598fd9fc33c
TRSHSLJ128F421EC77,Reality Check,The Unknown Ghosts,Transfer At Dub,2002,248.58077,ef6187e5-66b8-463a-b987-8cd2bef72da6
TRWLYWG128F92D2403,Cords And Branches,Hazard,Wood,2000,680.01914,c7451ebf-1cec-4aff-a67e-82370d869d3a
TROFCKA12903CAD992,Canopy,Quadran,Collected Worx,0,364.69506,6c7cf916-34fe-49fe-bb6d-3155e7ac14e7
TRDGXZN128F421EE3C,It's A Good Little Thing,Blind Willie McTell,Blind Willie McTell -Statesboro Blues - The Early Years 1927-1935,1994,173.73995,81e02e29-e46a-49cb-bf13-d204cbe86daa
TRQSNEN12903CBCBA6,Been A Walkin' (STUDIO),Bobby Lee Trammell,Vaden Rock 'n' Roll Story,0,123.71546,f05fea2b-44ab-44b0-bf3e-97ad8c446391
TRDXEMX12903CB01C4,Kebab Shop 3 Am / Rune Lindbæk Klubb Kebab Dub,Flunk,Treat Me Like You Do,0,268.22485,101e0102-841f-4858-972b-edf716ee67c9
TRRAHOQ128F428AD23,Relaxin' At Camarillo,Geoff Keezer,Trio,0,823.45751,749fc7c5-236f-438a-ab37-8f587b1ca1ab
TRPEZIY128F932CBDC,Me Falto,Gilberto Santa Rosa,Esencia,1996,291.63057,de13522c-692e-4755-955e-dc931fea4e2b
TRIMPPR12903CEA1B3,No Hay Rock and Roll,Victimas Del Dr Cerebro,Fantasma,2009,231.33995,1f8d0f91-829b-4ed1-ae86-7b7924056e8c
TRFTFPY128F4297BE8,Fishing For Lisa,the feelers,Communicate,2002,177.60608,ea6d10c8-4f30-4315-9f71-c8c7ee03cbac
TRRRDDL128F4283638,Attack Of The Evil Tomatoes,Shane 54,Laptop DJ,2006,443.45424,7bc60ffb-18c9-4b45-aec4-f6e50b94f3a4
TRFOYJF128F4294973,Exactly Like Me,Bran Van 3000,Glee,1998,213.36771,0dd79a1d-021f-4159-8a7d-d9c107e52a9d
TRFTWHT128F933AC94,Prisoners,Herman Brood & His Wild Romance,Shpritsz,1978,100.8322,940e6450-5075-463c-9269-35a116cede39
TRTYHAJ128F93187B9,Mary_ Called Magdalene,FreeSpirit,Can You Imagine,0,430.13179,37d4c0eb-17ba-4c37-9e2c-74fd3f920c3a
TRDDIHR128F425F170,Pike,The Ventures,Chameleon,0,227.7873,b2cc8903-0077-4bef-8454-ac5cef53d126
TRNXANN128F424E58D,So Much More (Album Version),Grey Area,Fanbelt Algebra,0,169.45587,cfaeec65-75ce-4a77-95d8-2aabb3373039
TRAMIMI128F4260150,Italians Do It Better (Tgs Fucking In The Kitchen Mix),Trance Generators,Tuning Mania Vol.01,0,195.47383,067a1e87-0fb9-436d-82e0-489694250ebf
TREIYBW128F426008E,Lonely Comin' Down,Dolly Parton,Original Album Classics,1990,195.26485,1d543e07-d0d2-4834-a8db-d65c50c2a856
TRINUWU128F92EFF83,The Hairst O' Rhettie,Tiller's Folly_ Bruce Coughlan,Buchan Bluegrass,0,204.06812,07f06b75-aaf6-4796-a78d-71ccf3fb01b9
TRUNBEK128F422EAAA,My Final Goodbye (Accapella),Pure Pleazure,Tazmania Freestyle Vol. 4,0,219.8722,60c8c284-7de8-4808-b275-6fe026258387
TRYWNSX128F14A9E07,Unwiderstehlich,Lara,Unwiderstehlich,0,222.09261,cc57dbcb-1263-4039-9045-1ca7dbac4429
TRYHYDE128F427FA71,Las Mujeres De La Aurora,Pedro Javier Hermosilla,Tres Y...,0,241.31873,15fa9288-08f3-4d66-9bf5-8a2d26531c91
TRNONAN128F930E318,Tell Me Two Times,The dB's,Ride The Wild TomTom,1993,131.02975,d2a54937-fd0d-4586-85c3-235a405019cf
TRZMVNQ128F92C3B2A,New Bad Habit,Larry Garner,Baton Rouge,0,476.49914,f3a571bc-7843-4e13-93f3-5e3e8b9ff10e
TRBRYDW128F932E0FD,Cry,Johnnie Ray,100 Hits - 50s,1986,179.3824,a74dcc96-ed1b-4b0c-8492-cc5345d629d8
TRNCOVY128F429E865,Russisches Roulett,FM Einheit,Sensation Death,1996,137.9522,63a3b285-3cec-444c-ab76-5b1e306c7011
TRDSXXD128F9300C49,Midnight,Mint,Happy Birthday to Me,0,227.99628,cc20185f-d407-4063-a660-c6b17230780b
TRBPRYC12903CCFD56,Si Volviera A Nacer,Arma Blanca,Autodidactas,2007,244.92363,d6583b7d-416d-40cd-b39e-bb942e1aa821
TRZMHBG128F4267586,Doraville,Atlanta Rhythm Section,Champagne Jam Live,1974,229.14567,6b627bd0-b839-40c7-b025-7b60c122dfea
TRCKVUS128F931F465,Jet Stream,Brian Tarquin,Ghost Dance,0,216.05832,2b63146c-e06e-434b-a66d-6e95dcbc0d91
TRRKKPJ128F92F525F,I Will Love You,The Fureys,The Essential Fureys,0,265.66485,6a169ee3-d030-44cc-a77e-3217a2d8ee47
TRDBBSV128EF3602BC,Teu Coração Mentiroso,Ruth Marlene,Show De Bola,0,240.24771,c139ab54-9b93-45ba-a482-ae4d43889eb5
TRDVUAZ128F4292222,... Is Calling (SM In Motion Vocal Mix),SM-Trax,... Is Calling,0,443.71546,a3c6caa1-1b2e-4b36-bec2-d7277f32b53c
TRPSOKC12903CB64FB,Heaven,Club 8,The Boy Who Couldn't Stop Dreaming,2007,179.9571,e7fa2614-2da5-496f-b575-07ece506a5d2
TRWZODC128F9337AF6,Hot Mating Ritual,Dabrye,One/three,2001,192.36526,ce0afedf-1a1d-4051-a147-08d035b466b0
TRXOYBF128F147232E,Ninna Nanna Di Mazzaro,Caparezza,Habemus Capa,2006,281.15546,82462e70-bc00-43ba-8d96-734efa6e72ac
TRURREP128F425A369,Breakdown,Agent Orange,Blood Stained Hitz,0,144.09098,bc36e66c-b0e1-4285-8af6-0e2b87fed12a
TRJGRRV12903CD7A09,Train to Nowhere,The Shakin' Apostles,Frontier a Go Go,0,318.06649,a8c00bef-b4a1-4344-bf81-0f0289ef2444
TROLYLO128F92F9DB4,Intro,Jamaram,Live,0,143.56853,c57bd64d-e817-48c3-9a0b-01f4ee3fdb4a
TRIEMYF128F9303B6D,Concilios,Susana Félix,Índigo,0,224.28689,63cfceff-8b70-4e45-a12f-93c500516a97
TRORBAB12903CE3D57,Do It For Sixty,Vaux,There Must Be Some Way To Stop Them,2003,133.19791,7f4d777a-3cea-43dc-bbbd-c08ebeecfab0
TRHQIKE128F423C4F9,It's In The Way That You Use It (Album Version),Eric Clapton,Clapton Chronicles: The Best Of Eric Clapton,1999,251.45424,618b6900-0618-4f1e-b835-bccb17f84294
TRMIOFP128F932C66F,Mabiala,Samba Mapangala and Orchestra Virunga,African Classics,0,592.56118,5f5f70bb-48d1-4b10-85dc-bc24a582d7ea
TRRXFFS12903CB9B0D,LET YOUR LOVE SHINE,Al Kooper,A Possible Projection Of The Future,2003,244.50567,d6bee229-1957-4891-8d44-c56ac7ea259e
TRGBDAX128F933A440,Ebb And Flow,My Sad Captains,Ghost Song,2009,222.69342,89a26ee1-b020-4f88-9f9d-a1654e0c7c73
TRUPKRW12903CB228F,City Lock (Roska Remix Full Mix),Aswad / Sweetie Irie,City Lock,0,342.282,3e8a6653-76a4-4deb-b25a-73c536fad149
TROIWQL128F146E70C,If This Is Goodbye,Mark Knopfler / Emmylou Harris,All The Roadrunning,2006,284.81261,9541a456-6c13-401a-932c-bcf76e28840f
TRDTOTX128F93264A5,Hammerhead,Tysondog,Beware Of The Dog,2002,232.64608,2ea73d70-8429-460d-86fc-23053ab18911
TRMSCXY128EF362A61,Cada Cual Busca Su Rosa,Napoleon,Napoleon,0,210.442,84991486-4020-44cd-82f4-d3516de294b0
TRVSNBS128F426155B,Memory Of Love ,Benassi Bros. Feat. Paul French,Memory Of Love - Single,0,212.76689,52fb411d-5884-497e-9cc1-1e0eb3cfcb01
TRKTDSN12903CF9F25,Jar Song,Damien Dempsey,Seize The Day,2003,302.602,547e23af-e455-41dd-baae-a3b58e065d0c
TRTQOCI128F14696BC,While You Sleep,The Mutton Birds,Envy Of Angels,1996,274.49424,000ba849-700e-452e-8858-0db591587e4a
TRCXANY128F4270F52,You're Ready Now (2007 Remastered LP Version),Frankie Valli,Jersey's Best,0,137.76934,3c714102-94d8-42f4-9005-fb8a75c2766d
TRRNYHT128F1496F9E,Such An Eyesore,Dustball,Quality But Hers,0,143.25506,4e8fdef3-68c7-4da2-a450-9d96cf8a94f7
TRPCHZJ128F145F525,Grass Roots,Andrew Hill,Grass Roots,2000,340.34893,ede80a9f-f114-4041-b0d9-2584a0b30ec9
TRYTRUZ128F42340A0,Love Song,The Cure,The Cure - Greatest Hits (Deluxe Sound & Vision) PAL,1996,207.96036,69ee3720-a7cb-4402-b48d-a02c366f2bcf
TRIHSHP128F14588E2,Swing,Japan,Gentlemen Take Polaroids,1980,386.21995,697e7111-5630-4c77-83f3-39821bacc61a
TRKMKCQ128F9349180,Jambalaya,Hank Williams,Move It On Over,1992,163.65669,906bddec-bc73-49f8-ac1e-eaee691c6cf9
TRIVPWE128F14693C1,No More ?'s (Explicit),Eazy-E,Eternal E,1995,235.78077,c3009d7a-51ac-4c9c-888a-04f5c3c4be0c
TRLUSNC128F429155D,Rev 101,Burnt By The Sun,The Perfect Is the Enemy of the Good,2003,217.02485,5b09fcda-66e5-42e1-b2c6-8c4fb854287c
TRIGLTU128F42650CB,I Will,BlackHawk,Spirit Dancer,2002,211.90485,091ef352-590c-41e6-827e-d3e925b2ffa5
TRJROXG128F9340F76,El Brujo,Willie Colón,El Malo Vol. II: Prisioneros Del Mambo,2008,322.45506,f1edfbed-9315-4550-859c-599cc3fdee57
TRCRCGT128F426F719,Annabel,Guy Davis,Down at the Sea Hotel,0,242.02404,3084386c-189e-4db1-bd71-4393e522dcde
TRFGRWF128F42A3773,Sarà Così,Gino Paoli,Gino Paoli,0,173.87057,e733aa45-983f-44f1-9543-f02d5445e84d
TRURKUH12903CFF1C2,En Cima De Una Nube Azul,Formula V,Formula 200V,0,250.48771,865453f1-b770-43b5-93cf-2ac43e28b82f
TRBBYNY128F92E991C,Lucky Fella,Narada Michael Walden,Victory,0,262.13832,41e9a77b-aa0e-4b86-a223-dc903f41b0bd
TRYXLOA128F933EE0D,Rich Girl (live),Hall & Oates,Live In Concert,2003,256.39138,debabff3-2559-46e5-862d-ef2a906d7010
TRTCXXJ128F4294BFB,Favorite,Liz Phair,Liz Phair,2003,202.39628,149326c2-b8a3-48e3-b3d2-9b5b9593127f
TRUXOVL128F42334A1,Bring Back The Sun,Debelah Morgan,Dance With Me,2000,235.98975,d9ea1d27-8971-4fae-94ca-a557deb8e2b5
TRGEWEQ128F92F4C94,Loyalty,D-12 / Obie Trice,D-12 World,0,354.82077,9ab19acf-06d9-4c92-bd5a-8c945488d45b
TRPVIHS12903D04B0E,Ding Dong! The Witch Is Dead,Glenn Miller,100 Hits Legends - Glenn Miller,2003,153.44281,7b353d3c-2bd9-40e3-a21d-b7da3f941339
TRJSKUK12903CDC965,Armachristi II,Dodgin' Bullets,Earn Your Respect,2002,94.04036,f1502d59-5cca-4171-ad0a-7a1d8ea83bd3
TRPFUAO128F931B8B7,Come Again,Cocoa Tea,King Jammy's: Selector's Choice Vol. 2,1987,202.26567,bd67db55-a85f-4c2b-b5cd-4c8f9ceb50d4
TRBXUUX128F92FFE0B,We're Gonna Have a Party,Chuck Roberson,For Real This Time,0,212.32281,98a4390e-9aea-4b83-82ef-9917e6fcec76
TRXJNBM12903CBD26C,I Love London (Qoso Remix),Crystal Fighters,Kitsuné: I Love London - EP,2009,366.96771,309ec98f-3066-4501-8761-1db9fb0c7a83
TRJYVMN128F92FAB9E,Back Up and Push,Benny Martin,The Fiddle Collection Special Album,0,129.51465,be09d574-2683-4415-bc5d-deba285a2920
TRNZVOR128EF345D2B,Judgement Days,Capdown,Pound for the Sound,2001,192.10404,bcbbec8d-dc0d-441e-a526-99b991a2f6dc
TRHJVYA128F149C3F1,Enemy Chorus,The Earlies,The Enemy Chorus,2007,250.43546,6c876a81-961e-4841-ae87-8a6b427c32eb
TRDKCSY128F92D43F6,Denis,Astream,Woodfish,0,186.5922,9df5b2d9-7b33-4767-95ba-598b4bb831fd
TRRCTAZ12903CB6109,Behead the Enemy,Résistance,Bang Your Fucking Skull,2008,261.45914,6bf4d436-5db2-42ae-b069-c19fbdf6da37
TRCGUVE12903CBA6D0,Iron Claw,The Upsetters / Tommy McCook,Dub-Triptych,0,155.402,7bcf8b20-72a6-48b1-bad3-b28869090dda
TRBZWUG128F422F3C6,Madness Seems So Normal (Album Version),Moros Eros,I Saw The Devil Last Night And Now The Sun Shines Bright,2006,362.50077,4dfb2f54-2657-4937-899a-6fe9d8c16157
TRJJATB128F428B567,Serious,The Rurals,Messages,2004,367.49016,ac7a8c7d-33de-487d-b774-45046e38c89f
TRJKCBJ12903CF3CE8,Las Mañanitas,Amanda Miguel,Feliz Navidad,0,209.08363,8ef7bbf6-04eb-43e4-ad3d-17cb8ad174b4
TRGMYNF128F4293DAB,Tko To Zna,Svadbas,Lala,2005,156.65587,e9a718e0-6528-4caa-a2e4-e6ffdcdfdad1
TRRYUWD128F92E1C67,Man Skin Boots,Lordi,Deadache,2008,222.06649,b5b4ba6e-6e34-4669-a33b-0d813b4c3d83
TRMKEKT128EF355144,Take Away,Hinge,Cause Moshin is Good Fun,0,214.54322,60f4a8da-9595-4ef2-8c1d-5c7a271963cd
TRKLXER128F427BFB1,U Can't Touch This,MC Hammer,Charlie's Angels: Full Throttle (Music From The Motion Picture),1990,255.79057,cba94150-9113-4017-acc2-a8cc0313a084
TRBHLJA128F425B694,Valkyaies,Jana Hunter,There's No Home,2007,140.59057,6a8c6183-b9b3-41f4-b101-2294adac0b3a
TRTKSTH128F931A4FD,Reprise,Jega,Variance (Volumes 1 & 2),2009,312.11057,6b43e5f2-49e8-46ce-94cb-a9b23e5bb4e8
TRLMOHJ128F42989B0,Hot Dog  (Album Version),Led Zeppelin,In Through The Out Door,1979,196.85832,678d88b2-87b0-403b-b63d-5da7465aecc3
TRYXMBX128F426BD3A,Plaza De Los Herradores,Enrique Morente,Cante Flamenco,1967,159.00689,779f54f8-732b-49b9-8fd8-2e9538a272ea
TRUWLKI128F1465531,Adelita,Sergent Garcia,Sin Fronteras,2001,344.94649,84f6391b-32be-4e06-bfa4-ad9d9cb9ce29
TRFELMT12903CE160E,The Way You Make Me Feel,Delilah,A Sweeter Life,0,237.87057,b70ea019-59c5-468c-be13-8ecf714e8510
TRRBZRO128F426299A,Violent Mood Swings,Stabbing Westward,Ungod,1990,312.47628,6f29020d-49c1-4e26-869a-0603d14b7ca7
TRPTNYU128F425EA8B,Sha Sha In Her Boomboxx. Mhmm Tastes Like Pussy,Misericordiam,A Thin Line Between Man And Machine,2007,152.65914,a03f4cad-1e37-4e3c-980b-a216f4f0cf23
TRLDIIR12903CFD31D,My Knees Are Tremblin,Hipbone Slim and the Knee Tremblers,The Sheik Said Shake,0,133.72036,ccf9d230-162c-44e1-8bce-e2250d3c6b36
TRLUEXG128F9315005,When You Touch Me,Central Line,When You Touch Me,0,191.73832,22c68616-1c32-4888-a6c4-df818cc58b2b
TRKWUXO12903D10934,Surely Justice,Daryll-Ann,Surely Justice - Single,1999,211.48689,5d5d0bd6-25e9-4041-a401-e30889853ab7
TRCJOFK128F4290ACD,Schwestern & Brüder,City,Silberstreif am Horizont,2004,296.28036,bb1ee9fe-c5b9-46da-94ab-ea6bec84b7aa
TRNFXBN128F428A997,Selfish Woman,Roosevelt Sykes,The Return Of Roosevelt Sykes,0,167.31383,99ab25d6-7c8e-4f0a-b168-44e0db6860c1
TRMIDVA128F4296856,I'm Going Down,Oomph!,Wahrheit Oder Pflicht,2004,273.00526,d82ba5f4-da09-479a-ab18-4b1a122c4345
TRORLRD128F429DD0D,Empty Wall,Blue Foundation,Life Of A Ghost,2007,195.91791,455aca99-38f3-47cb-aa6b-820cf9de3c91
TRKBXFH128F4231AB7,It's A Long Way Back  (Remastered Album Version),Ramones,Road To Ruin: Expanded and Remastered,0,142.8371,d6ed7887-a401-47a8-893c-34b967444d26
TRHHCPJ128F42AB22E,Lift,808 State,EX:EL,1991,312.45016,36f35db0-bc09-43e7-8650-a123224943c7
TRLTFVP128E0782B34,Electric Barbarella (Radio Edit),Duran Duran,Greatest,1998,257.25342,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5
TRPPBYN128F42559BD,Tu Le Ton Son Ton,Zydeco All-Stars,Ultimate Zydeco,2001,183.43138,e21ca596-5b2d-4495-9477-85cf37e27a0f
TRMGVFC128EF34996D,Live,Earl Van Dyke & The Soul Brothers,Motortown Revue - 40th Anniversary Collection,0,156.89098,3ee3d432-0138-45b3-8e92-81ddeac16bf9
TRTVIVF128F424DDD5,Allah Ykoun Ma'ak (Instrumental),Ramy Ayach,Albi Mal,0,209.57995,c3fe1c71-1f06-4cdd-aae0-105f89f5678a
TRMTZOX12903CCD8A7,Fyr den af,Rasmus Nøhr,I stedet for en tatovering,2008,86.33424,39c3a845-cee9-4c3a-9480-28730f08a698
TROGVJV12903CA82EE,Communion,Phil Keaggy;Cliff Young;Danielle Young,City On A Hill: Sing Alleluia,0,234.16118,d3f1af65-2cab-4908-838a-61f52e85cb8d
TRCPPGO128E078465E,Meet FeFe Dobson,Fefe Dobson,Everything,2004,321.35791,42f55e6a-7a8d-4e8f-bbc7-da411b41bd15
TRIENIP12903CA77C0,Blackman Redemption,Bunny Wailer,Bunny Wailer Tribute to Bob Marley,0,198.32118,d4ab32fd-e45d-44bf-9e70-891521672085
TRFRUSM128F9314D6E,A Pesar De Todos,Ana Gabriel,Ana Gabriel En La Plaza De Toros Mexico,1997,228.51873,3c6a29ce-5056-4d07-9be5-81393956dd4e
TRAKAGL128F148B3B7,Gettin' Better,Tesla,Five Man Acoustical Jam,1986,210.28526,eeacb319-8d4c-48e0-80a0-944e71c375bf
TRSOMWM128F932B05C,If Loving Was A Crime,Buju Banton,Voice Of Jamaica,1993,298.63138,9f525d0b-3911-4c83-b0d1-e90aa1fd2d14
TRQMHNE128F4214DFA,Don't Stand So Close To Me,Sting,...All This Time,1981,137.37751,7944ed53-2a58-4035-9b93-140a71e41c34
TRXZAUJ128F92FAAEB,Headin' Home (Album Version),Joshua Redman Quartet,MoodSwing,1994,245.78567,dc21e71d-4699-4cb3-8f39-d2d8d5dd6538
TRXAEZC128F428F43B,Jack Rabbits,His Name Is Alive,Mouth By Mouth,1993,112.32608,45b675bb-83f5-40e9-bbd4-a597fd9fc6c8
TRLWNSZ128F9308DBB,Do The Rat (Live),The Boomtown Rats,Punk In London,0,71.88853,47aa3e97-f623-4472-8e54-da886c6a6e20
TRNNHQZ128F424166B,Pieces (Album Version),Dark new Day,Brother,0,266.52689,4c7e7a22-a85b-4cbd-b16e-5b8f063840c6
TRZJCTH128F424AEA9,Put the Whip On It,Young Jeezy,Come Shop Wit Me,2003,259.3171,dcad99e7-3c3e-4c78-bf8a-68203e17da48
TRKKPVO128F42812FE,Go For The Soul [Sound Factory Radio Edit],Andreas Johnson,Go For The Soul,0,208.92689,25a5763e-a6e1-4491-8a89-fdc00f0697dc
TRRBFKB128F932F4A9,Hide,Joy Williams,Genesis,0,249.3122,6a9e767d-f9b8-485d-bcec-501ae625fb67
TRQQCGQ128F1492CB9,Komm Heim,Söhne Mannheims,Power Of The Sound,2005,316.86485,12f0f1a6-d1e2-4a7c-9c0a-3e7f296db5ab
TRCCPSM12903CF8D41,Believe,Inland Knights,Best Of Drop Music Selected Works Volume One,0,362.39628,e60b42d5-1c0a-4e4b-a66d-43fc6ea65058
TRYMODI128E0787C85,Witzfaktor 16,Lotte Ohm,Das Ohmsche Gesetz,1998,167.99302,5ba0aa99-5070-494e-95be-d4282881ebcd
TRFLIYH12903CE37FF,What's On Your Mind,Roxanne Shanté,Bad Sister,1989,201.79546,401a5288-4317-4800-ac64-e4f1d8836617
TRKGFAO128F92C4DCC,Lovin' Each Day,Ronan Keating,She Believes (In Me),2001,241.91955,f1cd545b-f17b-4d3a-98de-68b695bfe211
TRPMEQN128F1466B37,Memories Of You,The King Sisters,Great Ladies Of Song / Spotlight On The King Sisters,1999,166.97424,f5014b80-cded-427a-bac8-0ad161949df2
TROJFGQ128F4280CBA,Fight,Faker,The Familiar / Enough EP,2005,189.98812,405e32bb-268c-4ace-948c-10b03b518fc5
TRMXVOP128F92E04BF,Give The Simple Truth - Re-Recording,Santa Esmeralda,Santa Esmeralda Selected Hits,0,281.75628,b233a9a9-2538-4c5b-986a-5843650e2611
TRXRMJO12903CEC98B,You Wouldn't Fool Me_ Would You?,Annette Hanshaw,Ain't She Sweet,0,169.66485,bedec4b9-5808-4c68-a8f8-475a37626298
TRZFLTZ128F424B5A6,A Hundred Pounds Of Clay (1995 Digital Remaster),Gene McDaniels,Best Of Gene McDaniels,0,142.34077,b43965ae-1a17-4076-917b-4815a0fce36e
TREHXHP128F42552D2,Quadrat,Goldfish und Der Dulz,Quadrat,0,413.85751,a6b7ff10-9750-4070-b257-af95768acdff
TRQUVWC128F42725CE,The Longing,Stockholm Monsters,All At Once (Singles 1981-1987),2002,111.43791,e1033f2d-04db-4fd8-827a-fbb2ef07a11d
TRCZHJO12903CC382B,Nadie,El Meswy,Nadie,2000,242.78159,e4459963-7a10-4b15-812b-356db2ceea32
TRXZVLR128F423C120,I Can't Do Without You (LP Version),Clarence Carter,Testifyin',1969,153.3122,d24bd0d5-0bfe-43ca-9ddd-d731abda89d7
TRUBQRK128F423D111,I Have Space (LP Version),Mates of State,My Solo Project,2000,146.75546,e9c97fdb-9fa0-4955-9a6c-1c43e1ac3f64
TRIFUSQ128F424AA43,Black Rose,Chaotica,Turbocharger,0,233.56036,ad7823b3-0c03-462d-8061-8b05d86f2633
TRQYOMH128F9301D56,You Can't Be a Beacon,Denzil Dennis,Give Thanks,0,215.03955,00d02f5a-4921-431b-ae06-7e3a8b296947
TRQHCYC128F4296296,Cities in dust,Pato Fu,Daqui pro futuro,2007,270.47138,e6abe447-5f3c-4133-81b6-1cd4f0ba09dc
TRCDFRH128F931564D,Communic'Heart In Love,Les Rita Mitsouko,Communiqueur d'Amour (Remixes),0,226.42893,0bfe360b-4abf-4750-962c-981cc5bfc4cf
TROFCKC128F92C690C,Model UN,United Nations,United Nations,2008,68.75383,ec05f1fd-25c3-48da-bbd4-43b09d492542
TRKKQGM128F93351C3,The Bad Touch,Bloodhound Gang,Cool - Rock,1999,261.79873,b2dbfc09-b332-408b-a235-1850e41971c5
TRMVHNF128F4281A81,Black Magic,Jarvis Cocker,Jarvis,2006,263.70567,38550441-d437-4aff-867e-e79bf0c04142
TRDTYKW128F423457F,Asi La Quiero,Puerto Rican Power,Men In Salsa,2000,288.20853,6c6755b2-627d-4e9c-b4b4-ab96603cf916
TRIFKCQ128F428C0B5,Loving Rita,Doyle Dykes,Gitarre 2000,0,250.27873,bddce632-c11c-4a6d-862d-066f7f8a8eaa
TRPTWLU128E078584F,Burnout (Album Version),Green Day,Dookie,1994,127.52934,084308bd-1654-436f-ba03-df6697104e19
TRPGAMH128F429F7D2,Blow Your Head,Fred Wesley & The J.B.'s,James Brown's Funky People Part 2,1974,283.29751,985bdbe7-ebf2-42b1-8ad6-5bb619385e67
TRXDRUK12903CDBC1E,Alice Blue Gown,Tiny Tim,God Bless Tiny Tim: The Complete Reprise Studio Masters... And More,2006,98.2722,2f2f7eb6-37c3-446e-8288-f88f76295c2a
TRLGXAA128F4270D58,Chinese Blues,Red Nichols,Red Nichols & Miff Mole 1925-1927,0,178.31138,48a2c05d-b5c8-47e0-9f11-8425c7807000
TRQVTWY128F931E833,9V Tree Battery,Autistici,Volume Objects,2008,139.17995,115bea8f-54b2-4cf1-aafd-ebb48024854c
TREQUGJ128F92E5B5A,Sie sind überall,Eko Fresh feat. Summer Cem,Ekaveli,2007,298.57914,3db42aef-5961-4c75-8f0f-432c9db2a894
TRCDVJN128F92F8B16,Nâlesh,Haj Ghorban Soleimani,Music Of The Bards From Iran,0,105.9522,7ce43ff4-dab1-499d-ad4d-63a5a0fb1621
TRGJWVN128F935296E,Dub Conscious,Daweh Congo,Straight Up Conscious,0,210.9122,a5934bad-7694-4b0b-a188-20a5b1e3ecdb
TRVGXQQ128EF343FBD,60Hz,Denyo 77,Was Nun,0,255.13751,5162099e-b93e-41af-9fa4-940548c48709
TRMQMFE12903C9FCD3,Sin City (feat. Chemo),Kyza,S.O.S. (Shots Of Smirnoff),0,272.61342,e00fba26-7ae8-47cf-b488-7f2752523579
TRPXVMC128F42987CC,Marmalade Fires,Múm,Go Go Smear The Poison Ivy,2007,303.35955,2b64e811-cbcd-45f7-b29d-296444cad4f1
TRHJQAI128F425A2E4,Two Miles,Decry,Complete Decry 82-86,0,195.83955,4b712f66-6896-4e7d-bacd-863bb01befaf
TRYXYEH12903CA275E,The Great Elsewhere,Owen Pallett,Heartland,2010,349.85751,6d394418-a565-4c16-9dec-f5a89e213cde
